id,name,year,citationcount,affiliation
p2785,Wei-Hsien Hsu,2012,9,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA"
p0458,Chun-Fu Wang,2012,9,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA"
p1533,Kwan-Liu Ma,2012,9,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA"
p1052,Hongfeng Yu,2012,9,"Sandia Natl Labs, Livermore, CA USA"
p1129,Jacqueline H. Chen,2012,9,"Sandia Natl Labs, Livermore, CA USA"
p0227,Ben Shneiderman,1978,0,"Dept. of Information Systems Management, Univerisity of Maryland, College Park, MD 20742, USA"
p0954,Haixia Zhao,2004,82,"University of Maryland, College Park, MD"
p0340,Catherine Plaisant,2004,82,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2004,82,"University of Maryland, College Park, MD"
p2164,Ramani Duraiswami,2004,82,"University of Maryland, College Park, MD"
p0323,Carlos D. Correa,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p2592,Tarik Crnovrsanin,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p0394,Chris Muelder,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p3024,Zeqian Shen,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p2305,Ryan Armstrong,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p1160,James Shearer,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p1533,Kwan-Liu Ma,2008,8,"Univ Calif Davis, VIDI Grp, Davis, CA 95616 USA"
p1533,Kwan-Liu Ma,2000,47,"California Univ., Davis, CA, USA"
p2791,Weiwei Cui,2008,406,the Hong Kong University of Science and Technology
p1051,Hong Zhou,2008,406,the Hong Kong University of Science and Technology
p1063,Huamin Qu,2008,406,the Hong Kong University of Science and Technology
p2028,Pak Chung Wong,2008,406,Pacific Northwest National Laboratory
p2865,Xiaoming Li,2008,406,Peking University
p0227,Ben Shneiderman,2004,275,"University of Maryland, USA"
p3019,Z. C. Zheng,1994,34,"NASA,LANGLEY RES CTR,ICASE,HAMPTON,VA 23665"
p1533,Kwan-Liu Ma,1994,34,"NASA,LANGLEY RES CTR,ICASE,HAMPTON,VA 23665"
p1499,Khoa Doan,1997,36,"Hughes STX Corp, 7701 Greenbelt Rd. Suite 400, Greenbelt MD"
p0340,Catherine Plaisant,1997,36,"Human-Computer Interaction Laboratory, Institute for Advanced Computer Studies, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1997,36,"Department of Computer Science and Institute for Systems Research, University of Maryland, College Park, MD"
p2683,Tom Bruns,1997,36,"Human-Computer Interaction Laboratory, Institute for Advanced Computer Studies, University of Maryland, College Park, MD"
p3024,Zeqian Shen,2006,75,"Computer Science Department, University of California, Davis"
p1854,Michael Ogawa,2006,75,"Computer Science Department, University of California, Davis"
p2463,Soon Tee Teoh,2006,75,"Department of Computer Science, San Jose State University"
p1533,Kwan-Liu Ma,2006,75,"Computer Science Department, University of California, Davis"
p2689,Tom Peterka,2008,72,Argonne National Laboratory
p1052,Hongfeng Yu,2008,72,University of California at Davis
p2255,Robert Ross,2008,72,Argonne National Laboratory
p1533,Kwan-Liu Ma,2008,72,University of California at Davis
p1049,Hon-cheng Wong,2005,0,"Macau University of Science and Technology, Macau"
p1063,Huamin Qu,2005,0,"Hong Kong University of Science and Technology, Hong Kong, China"
p2728,Un-hong Wong,2005,0,"Macau University of Science and Technology, Macau"
p3026,Zesheng Tang,2005,0,"Macau University of Science and Technology, Macau"
p0954,Haixia Zhao,2005,44,"University of Maryland, College Park, MD"
p0340,Catherine Plaisant,2005,44,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2005,44,"University of Maryland, College Park, MD"
p1100,Irina Ceaparu,2004,463,"University of Maryland, College Park, MD"
p1353,Jonathan Lazar,2004,463,"Towson University, Towson, MD"
p1459,Katie Bessiere,2004,463,"Carnegie Mellon University, Pittsburgh, PA"
p1332,John Robinson,2004,463,"Royal Institute of Technology , Stockholm , and University of"
p0227,Ben Shneiderman,2004,463,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA"
p0227,Ben Shneiderman,1976,10,"INDIANA UNIV,DEPT COMP SCI,BLOOMINGTON,IN 47401"
p2532,Stuart C. Shapiro,1976,10,"INDIANA UNIV,DEPT COMP SCI,BLOOMINGTON,IN 47401"
p1899,Ming-Yuen Chan,2008,5,"The Hong Kong University of Science and Technology,"
p2773,Wai-Ho Mak,2008,5,"The Hong Kong University of Science and Technology,"
p1063,Huamin Qu,2008,5,"The Hong Kong University of Science and Technology,"
p1898,Ming Wan,1999,30,"SUNY Stony Brook, Ctr Visual Comp, Stony Brook, NY 11794 USA"
p1063,Huamin Qu,1999,30,"SUNY Stony Brook, Ctr Visual Comp, Stony Brook, NY 11794 USA"
p0178,Arie Kaufman,1999,30,"SUNY Stony Brook, Ctr Visual Comp, Stony Brook, NY 11794 USA"
p2936,Yi-Bo Zhu,2003,43,"Fudan University, Shanghai, China"
p0370,Chen-Jia Li,2003,43,"Fudan University, Shanghai, China"
p1081,I. Fan Shen,2003,43,"Fudan University, Shanghai, China"
p1533,Kwan-Liu Ma,2003,43,University of California at Davis
p0054,Aleksander Stompel,2003,43,University of California at Davis
p2019,Osamu Iseki,1986,9,"Human-Computer Interaction Laboratory, Center for Automation Research, Department of Computer Science, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1986,9,"Human-Computer Interaction Laboratory, Center for Automation Research, Department of Computer Science, University of Maryland, College Park, MD"
p1281,Jinrong Xie,2013,17,University of California-Davis
p1052,Hongfeng Yu,2013,17,University of Nebraska-Lincoln
p1533,Kwan-Liu Ma,2013,17,University of California-Davis
p2816,William J. Weiland,1993,28,"Department of Computer Science, Human-Computer Interaction Laboratory and Institute for Systems Research, University of Maryland, College Park, MD 20742, U.S.A"
p0227,Ben Shneiderman,1993,28,"University of Maryland, College Park, MD 20742, U.S.A"
p2791,Weiwei Cui,2011,466,"Hong Kong University of Science and Technology, Hong Kong, China"
p2418,Shixia Liu,2011,466,Microsoft Research Asia
p1572,Li Tan,2011,466,Microsoft Research Asia
p0478,Conglei Shi,2011,466,Hong Kong University of Science and Technology
p2908,Yangqiu Song,2011,466,Microsoft Research Asia
p3022,Zekai J Gao,2011,466,"Zhejiang University, Hangzhou, China"
p2876,Xin Tong,2011,466,Microsoft Research Asia
p1063,Huamin Qu,2011,466,Hong Kong University of Science and Technology
p0227,Ben Shneiderman,1981,30,"Department of Computer Science, University of Maryland, College Park, MD 20742, U.S.A."
p2300,Runzhen Huang,2003,115,"Dept. of Comput. Sci., Univ. of California, Davis, CA, USA|c|"
p1533,Kwan-Liu Ma,2003,115,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA"
p0532,Daniela K. Busse,2013,23,"Samsung R&D Research Center, San Jose, USA"
p0037,Alan Borning,2013,23,"University of Washington, Seattle, USA"
p2332,Samuel Mann,2013,23,"Otago Polytechnic, Dunedin, New Zealand"
p2571,Tad Hirsch,2013,23,"University of Washington, Seattle, USA"
p1602,Lisa P. Nathan,2013,23,"University of British Columbia, Vancouver, Canada"
p0113,Andrea Grimes Parker,2013,23,"Northeastern University, College Park, USA"
p0227,Ben Shneiderman,2013,23,"University of Maryland, College Park, USA"
p0307,Bryan Nunez,2013,23,"Witness Org, Brooklyn, USA"
p2087,Peter Pirolli,2010,51,Palo Alto Research Center
p1216,Jenny Preece,2010,51,University of Maryland
p0227,Ben Shneiderman,2010,51,University of Maryland
p3045,Zhicheng Liu,2008,216,Georgia Institute of Technology
p1944,Nancy Nersessian,2008,216,Georgia Institute of Technology
p1334,John Stasko,2008,216,Georgia Institute of Technology
p0861,Gary Marchionini,2000,18,"Univ. of North Carolina, Chapel Hill"
p3075,carol a hert,2000,18,"Syracuse Univ., Syracuse, NY"
p1608,Liz Liddy,2000,18,"Syracuse Univ., Syracuse, NY"
p0227,Ben Shneiderman,2000,18,"Univ. of Maryland, College Park"
p1282,Jinwook Seo,2005,247,"Department of Computer Science, University of Maryland, College Park, MD and Human-Computer Interaction Lab, Institute for Advanced Computer Studies, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2005,247,"Department of Computer Science, Univ. of Maryland and Human-Computer Interaction Lab, Institute for Advanced Computer Studies, Univ. of Maryland and Inst. for Sys. Res., Univ. of Maryland, College ..."
p0394,Chris Muelder,2010,33,"Comput. Sci. Dept., Univ. of California Davis, Davis, CA, USA|c|"
p2622,Thomas Provan,2010,33,"Univ Calif Davis, Davis, CA 95616 USA"
p1533,Kwan-Liu Ma,2010,33,"Univ Calif Davis, Davis, CA 95616 USA"
p0050,Alberto Boschetti,2011,41,"University of Brescia NTW group Brescia, Italy"
p1624,Luca Salgarelli,2011,41,"University of Brescia NTW group Brescia, Italy"
p0394,Chris Muelder,2011,41,"University of California Davis VIDI Lab Davis, CA"
p1533,Kwan-Liu Ma,2011,41,"University of California Davis VIDI Lab Davis, CA"
p1007,Harry Hochheiser,2010,19,University of Pittsburgh
p0227,Ben Shneiderman,2010,19,University of Maryland
p2765,Vinit Jain,1994,33,"Department of Computer Science, Human-Computer Interaction Laboratory & Institute for Systems Research, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1994,33,"Institute for Systems Research, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1978,25,"Univ. of Maryland, College Park"
p1100,Irina Ceaparu,2004,18,"Department of Computer Science and Human Computer Interaction Laboratory, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2004,18,"Department of Computer Science and Human Computer Interaction Laboratory, University of Maryland, College Park, MD"
p2220,Richard May,2010,30,"Pacific Northwest National Laboratory, Richland, WA"
p2040,Pat Hanrahan,2010,30,"Stanford University, Stanford, CA"
p0506,Daniel A. Keim,2010,30,"University of Konstanz, Konstanz, Germany"
p0227,Ben Shneiderman,2010,30,"University of Maryland, College Park, MD"
p2534,Stuart K. Card,2010,30,"Stanford University, Stanford, CA"
p0431,Christopher Ahlberg,1994,1519,"Department of Computer Science, Human-Computer Interaction Laboratory & Institute for Systems Research, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1994,1519,"Department of Computer Science, Human-Computer Interaction Laboratory & Institute for Systems Research University of Maryland, College Park, MD"
p1758,Maryam Booshehrian,2012,92,"School of Computing Science, Simon Fraser University"
p2699,Torsten Möller,2012,92,"School of Computing Science, Simon Fraser University"
p2172,Randall M. Peterman,2012,92,"School of Resource and Environmental Management, Simon Fraser University"
p2578,Tamara Munzner,2012,92,"Department of Computer Science, University of British Columbia"
p0227,Ben Shneiderman,2012,31,"University of Maryland, College Park, MD"
p0473,Cody Dunne,2012,31,"University of Maryland, College Park, MD"
p2684,Tom Di Persio,1980,23,"Computer Science Department, University of Maryland, University of Maryland, College Park, MD 20742, U.S.A."
p0498,Dan Isbister,1980,23,"Computer Science Department, University of Maryland, University of Maryland, College Park, MD 20742, U.S.A."
p0227,Ben Shneiderman,1980,23,"Computer Science Department, University of Maryland, University of Maryland, College Park, MD 20742, U.S.A."
p0389,Chris Bryan,2013,4,"University of California, Davis, California"
p1533,Kwan-Liu Ma,2013,4,"University of California, Davis, California"
p2906,Yang-Chih Fu,2013,4,"Institute of Sociology, Academia Sinica, Taipei City, Taiwan"
p1321,John Gehl,2000,0,
p0227,Ben Shneiderman,2000,0,"University of Maryland, College Park, MD"
p2578,Tamara Munzner,2011,21,University of British Columbia
p0008,Aaron Barsky,2011,21,University of British Columbia
p1764,Matt Williams,2011,21,University of British Columbia
p2785,Wei-Hsien Hsu,2013,21,"University of California, Davis"
p2988,Yubo Zhang,2013,21,"University of California, Davis"
p1533,Kwan-Liu Ma,2013,21,"University of California, Davis"
p1052,Hongfeng Yu,2010,272,Sandia National Laboratories
p0352,Chaoli Wang,2010,272,Michigan Technological University
p2180,Ray W Grout,2010,272,Sandia National Laboratories
p1128,Jacqueline H Chen,2010,272,Sandia National Laboratories
p1533,Kwan-Liu Ma,2010,272,"University of California, Davis"
p2213,Richard Furuta,1988,56,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA"
p0340,Catherine Plaisant,1988,56,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA"
p0227,Ben Shneiderman,1988,56,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA"
p2578,Tamara Munzner,1996,119,"STANFORD UNIV,360 GATES BLDG,3B,STANFORD,CA 94305, USA"
p0726,Eric Hoffman,1996,119,Ipsilon Networks
p3078,kc claffy,1996,119,"San Diego Supercomputer Center, University of California, San Diego, CA"
p0261,Bill Fenner,1996,119,Xerox PARC
p0924,Gregory L. Schussman,2000,20,"Center for Image Processing and Integrated Computing (CIPIC), Department of Computer Science, University of California, Davis, CA"
p1533,Kwan-Liu Ma,2000,20,"Center for Image Processing and Integrated Computing (CIPIC), Department of Computer Science, University of California, Davis, CA"
p0568,David P. Schissel,2000,20,"General Atomics, 3550 General Atomics Court, San Diego, CA"
p2678,Todd Evans,2000,20,"General Atomics, 3550 General Atomics Court, San Diego, CA"
p2093,Philip Fei Wu,2007,18,"University of Maryland, College Park, MD"
p1216,Jenny Preece,2007,18,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,2007,18,"University of Maryland, College Park, MD"
p2063,Paul T. Jaeger,2007,18,"University of Maryland, College Park, MD"
p2899,Yan Qu,2007,18,"University of Maryland, College Park, MD"
p1993,Nina Amenta,1995,61,"The Geometry Center, 1300 South Second Street, Minneapolis, MN"
p2535,Stuart Levy,1995,61,"The Geometry Center, 1300 South Second Street, Minneapolis, MN"
p2578,Tamara Munzner,1995,61,"The Geometry Center, 1300 South Second Street, Minneapolis, MN"
p1718,Mark Phillips,1995,61,"The Geometry Center, 1300 South Second Street, Minneapolis, MN"
p2035,Panpan Xu,2013,153,Hong Kong University of Science and Technology
p2949,Yingcai Wu,2013,153,Microsoft Research Asia
p0718,Enxun Wei,2013,153,Shanghai Jiao Tong University
p2573,Tai-Quan Peng,2013,153,Nanyang Technological University
p2418,Shixia Liu,2013,153,Microsoft Research Asia
p1349,Jonathan J H Zhu,2013,153,City University of Hong Kong
p1063,Huamin Qu,2013,153,Hong Kong University of Science and Technology
p0449,Christopher Williamson,1992,429,"University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1992,429,"University of Maryland, College Park, MD"
p2463,Soon Tee Teoh,2005,7,"Department of Computer Science, San Jose State University"
p1533,Kwan-Liu Ma,2005,7,"Department of Computer Science, University of California, Davis"
p0519,Daniel Ostroff,1988,41,"The Museum of Jewish Heritage, 342 Madison Avenue, New York, New York 10173."
p0227,Ben Shneiderman,1988,41,Author to whom correspondence should be addressed.
p1533,Kwan-Liu Ma,2002,42,University of California at Davis
p0915,Greg Schussman,2002,42,University of California at Davis
p0293,Brett Wilson,2002,42,University of California at Davis
p1534,Kwok Ko,2002,42,Stanford Linear Accelerator Center
p1233,Ji Qiang,2002,42,Lawrence Berkeley National Laboratory
p3082,robert d ryne,2002,42,Lawrence Berkeley National Laboratory
p0908,Gouthami Chintalapani,2004,53,"University of Maryland, College Park"
p0340,Catherine Plaisant,2004,53,"University of Maryland, College Park"
p0227,Ben Shneiderman,2004,53,"University of Maryland, College Park"
p0924,Gregory L. Schussman,2004,34,Stanford Linear Accelerator Center
p1533,Kwan-Liu Ma,2004,34,University of California at Davis
p2576,Takayuki Itoh,2009,114,"Ochanomizu University, Japan"
p0394,Chris Muelder,2009,114,"University of California, Davis, USA"
p1533,Kwan-Liu Ma,2009,114,"University of California, Davis, USA"
p1395,Jun Sese,2009,114,"Ochanomizu University, Japan"
p0227,Ben Shneiderman,2006,2,University of Maryland
p0153,Anne Rose,1995,61,"Human Computer Interaction Laboratory, Center for Automation Research, University of Maryland, College Park, MD"
p0227,Ben Shneiderman,1995,61,"Department of Computer Science & Institute for System Research, University of Maryland, College Park, MD"
p0340,Catherine Plaisant,1995,61,"Human Computer Interaction Laboratory, Center for Automation Research, University of Maryland, College Park, MD"
p1007,Harry Hochheiser,2011,6,University of Pittsburgh
p0227,Ben Shneiderman,2011,6,University of Maryland
p1242,Jiafa Qin,2001,1,"Center for Visual Computing and Department of Computer Science, State University of New York at Stony Brook, Stony Brook, NY"
p1898,Ming Wan,2001,1,"Center for Visual Computing and Department of Computer Science, State University of New York at Stony Brook, Stony Brook, NY"
